link_id,from_node_id,to_node_id,length,geometry
0,7,8,9.080575277,"LINESTRING (-109.788403 34.301335, -109.7883991 34.3014166)"
1,8,7,9.080575277,"LINESTRING (-109.7883991 34.3014166, -109.788403 34.301335)"
2,9,10,186.8836021,"LINESTRING (-109.7860822 34.2561989, -109.7857884 34.2578596)"
3,10,9,186.8836021,"LINESTRING (-109.7857884 34.2578596, -109.7860822 34.2561989)"
4,11,12,1584.280981,"LINESTRING (-109.7277667 34.2700626, -109.71528 34.278451)"
5,12,11,1584.280981,"LINESTRING (-109.71528 34.278451, -109.7277667 34.2700626)"
6,13,14,299.9169566,"LINESTRING (-109.7499777 34.272105, -109.7494802 34.2747706)"
7,14,13,299.9169566,"LINESTRING (-109.7494802 34.2747706, -109.7499777 34.272105)"
8,15,16,173.9774057,"LINESTRING (-109.737858 34.251763, -109.736809 34.250847)"
9,16,15,173.9774057,"LINESTRING (-109.736809 34.250847, -109.737858 34.251763)"
10,16,17,210.6904538,"LINESTRING (-109.736809 34.250847, -109.735679 34.25181)"
11,17,16,210.6904538,"LINESTRING (-109.735679 34.25181, -109.736809 34.250847)"
12,19,20,396.8089987,"LINESTRING (-109.7548099 34.3249931, -109.7517687 34.3273542)"
13,20,19,396.8089987,"LINESTRING (-109.7517687 34.3273542, -109.7548099 34.3249931)"
14,22,603,669.5921258,"LINESTRING (-109.8099206 34.272382, -109.8171773 34.2722546)"
15,603,22,669.5921258,"LINESTRING (-109.8171773 34.2722546, -109.8099206 34.272382)"
16,24,23,1626.860429,"LINESTRING (-109.82267 34.2855395, -109.8154122 34.2731541)"
17,23,24,1626.860429,"LINESTRING (-109.8154122 34.2731541, -109.82267 34.2855395)"
18,25,26,203.9712345,"LINESTRING (-109.788449 34.33761, -109.7884199 34.3394442)"
19,26,25,203.9712345,"LINESTRING (-109.7884199 34.3394442, -109.788449 34.33761)"
20,26,3,201.8409776,"LINESTRING (-109.7884199 34.3394442, -109.7884891 34.3412585)"
21,3,26,201.8409776,"LINESTRING (-109.7884891 34.3412585, -109.7884199 34.3394442)"
22,34,35,915.3541648,"LINESTRING (-109.77811 34.223086, -109.768162 34.222761)"
23,35,34,915.3541648,"LINESTRING (-109.768162 34.222761, -109.77811 34.223086)"
24,700,662,19.60898625,"LINESTRING (-109.7680814 34.2720286, -109.7680251 34.2721987)"
25,662,700,19.60898625,"LINESTRING (-109.7680251 34.2721987, -109.7680814 34.2720286)"
26,662,661,283.7853481,"LINESTRING (-109.7680251 34.2721987, -109.764938 34.2721255)"
27,661,662,283.7853481,"LINESTRING (-109.764938 34.2721255, -109.7680251 34.2721987)"
28,661,38,332.0500693,"LINESTRING (-109.764938 34.2721255, -109.7616509 34.2724052)"
29,38,661,332.0500693,"LINESTRING (-109.7616509 34.2724052, -109.764938 34.2721255)"
30,38,39,77.90431229,"LINESTRING (-109.7616509 34.2724052, -109.7616555 34.2731058)"
31,39,38,77.90431229,"LINESTRING (-109.7616555 34.2731058, -109.7616509 34.2724052)"
32,46,47,774.696666,"LINESTRING (-109.8137542 34.2899737, -109.8137952 34.2831541)"
33,47,46,774.696666,"LINESTRING (-109.8137952 34.2831541, -109.8137542 34.2899737)"
34,48,49,364.844251,"LINESTRING (-109.74343 34.255487, -109.7413044 34.2571606)"
35,49,48,364.844251,"LINESTRING (-109.7413044 34.2571606, -109.74343 34.255487)"
36,45,52,614.0745211,"LINESTRING (-109.8209453 34.2411893, -109.8209747 34.235667)"
37,52,45,614.0745211,"LINESTRING (-109.8209747 34.235667, -109.8209453 34.2411893)"
38,30,56,806.9600772,"LINESTRING (-109.7869863 34.3351558, -109.7781978 34.3351807)"
39,56,30,806.9600772,"LINESTRING (-109.7781978 34.3351807, -109.7869863 34.3351558)"
40,57,58,227.4278235,"LINESTRING (-109.7935484 34.3303639, -109.7935738 34.3324091)"
41,58,57,227.4278235,"LINESTRING (-109.7935738 34.3324091, -109.7935484 34.3303639)"
42,59,60,97.48923928,"LINESTRING (-109.758531 34.294321, -109.757478 34.29443)"
43,60,59,97.48923928,"LINESTRING (-109.757478 34.29443, -109.758531 34.294321)"
44,61,62,402.4884123,"LINESTRING (-109.804826 34.295928, -109.804742 34.299547)"
45,62,61,402.4884123,"LINESTRING (-109.804742 34.299547, -109.804826 34.295928)"
46,63,494,1183.392978,"LINESTRING (-109.7125578 34.2572966, -109.7102756 34.2519654)"
47,494,63,1183.392978,"LINESTRING (-109.7102756 34.2519654, -109.7125578 34.2572966)"
48,67,68,456.6716427,"LINESTRING (-109.803369 34.222236, -109.799812 34.223999)"
49,68,67,456.6716427,"LINESTRING (-109.799812 34.223999, -109.803369 34.222236)"
50,515,69,1124.8724,"LINESTRING (-109.8297858 34.2221656, -109.836768 34.2287762)"
51,69,515,1124.8724,"LINESTRING (-109.836768 34.2287762, -109.8297858 34.2221656)"
52,70,71,49.91913061,"LINESTRING (-109.759447 34.233647, -109.759482 34.233199)"
53,71,70,49.91913061,"LINESTRING (-109.759482 34.233199, -109.759447 34.233647)"
54,72,73,157.981983,"LINESTRING (-109.7781406 34.3322661, -109.7798611 34.3322715)"
55,73,72,157.981983,"LINESTRING (-109.7798611 34.3322715, -109.7781406 34.3322661)"
56,74,75,89.18760616,"LINESTRING (-109.750254 34.286433, -109.750268 34.287235)"
57,75,74,89.18760616,"LINESTRING (-109.750268 34.287235, -109.750254 34.286433)"
58,77,78,201.8188127,"LINESTRING (-109.7616976 34.3522907, -109.7616966 34.3541057)"
59,78,77,201.8188127,"LINESTRING (-109.7616966 34.3541057, -109.7616976 34.3522907)"
60,80,81,130.1101321,"LINESTRING (-109.739981 34.250043, -109.740606 34.249426)"
61,81,80,130.1101321,"LINESTRING (-109.740606 34.249426, -109.739981 34.250043)"
62,82,83,443.7913784,"LINESTRING (-109.721046 34.22916, -109.720256 34.232906)"
63,83,82,443.7913784,"LINESTRING (-109.720256 34.232906, -109.721046 34.22916)"
64,355,534,1260.299605,"LINESTRING (-109.8306002 34.3051076, -109.8443207 34.3051216)"
65,534,355,1260.299605,"LINESTRING (-109.8443207 34.3051216, -109.8306002 34.3051076)"
66,534,533,379.2335914,"LINESTRING (-109.8443207 34.3051216, -109.8484492 34.3050952)"
67,533,534,379.2335914,"LINESTRING (-109.8484492 34.3050952, -109.8443207 34.3051216)"
68,754,88,291.2320719,"LINESTRING (-109.8381131 34.2824123, -109.8397081 34.2802908)"
69,88,754,291.2320719,"LINESTRING (-109.8397081 34.2802908, -109.8381131 34.2824123)"
70,89,90,88.77554444,"LINESTRING (-109.720474 34.2573874, -109.7201956 34.2581519)"
71,90,89,88.77554444,"LINESTRING (-109.7201956 34.2581519, -109.720474 34.2573874)"
72,91,92,21.90617115,"LINESTRING (-109.758393 34.288253, -109.758395 34.288056)"
73,92,91,21.90617115,"LINESTRING (-109.758395 34.288056, -109.758393 34.288253)"
74,93,94,29.94489595,"LINESTRING (-109.758751 34.29003, -109.758783 34.289762)"
75,94,93,29.94489595,"LINESTRING (-109.758783 34.289762, -109.758751 34.29003)"
76,96,97,337.4646819,"LINESTRING (-109.716568 34.22968, -109.717307 34.232479)"
77,97,96,337.4646819,"LINESTRING (-109.717307 34.232479, -109.716568 34.22968)"
78,98,99,104.5907061,"LINESTRING (-109.725354 34.229092, -109.725896 34.229919)"
79,99,98,104.5907061,"LINESTRING (-109.725896 34.229919, -109.725354 34.229092)"
80,100,101,208.9584306,"LINESTRING (-109.708475 34.228373, -109.709524 34.229976)"
81,101,100,208.9584306,"LINESTRING (-109.709524 34.229976, -109.708475 34.228373)"
82,101,102,188.2619984,"LINESTRING (-109.709524 34.229976, -109.711298 34.230346)"
83,102,101,188.2619984,"LINESTRING (-109.711298 34.230346, -109.709524 34.229976)"
84,101,103,1080.262379,"LINESTRING (-109.709524 34.229976, -109.702493 34.237627)"
85,103,101,1080.262379,"LINESTRING (-109.702493 34.237627, -109.709524 34.229976)"
86,104,105,297.391609,"LINESTRING (-109.7891862 34.25792, -109.7891788 34.2552455)"
87,105,104,297.391609,"LINESTRING (-109.7891788 34.2552455, -109.7891862 34.25792)"
88,223,109,345.9205026,"LINESTRING (-109.7746197 34.2721282, -109.7783835 34.2721629)"
89,109,223,345.9205026,"LINESTRING (-109.7783835 34.2721629, -109.7746197 34.2721282)"
90,109,110,225.8765337,"LINESTRING (-109.7783835 34.2721629, -109.7808413 34.2721978)"
91,110,109,225.8765337,"LINESTRING (-109.7808413 34.2721978, -109.7783835 34.2721629)"
92,331,116,300.902933,"LINESTRING (-109.7325846 34.2701807, -109.7347357 34.2719544)"
93,116,331,300.902933,"LINESTRING (-109.7347357 34.2719544, -109.7325846 34.2701807)"
94,116,622,211.0369288,"LINESTRING (-109.7347357 34.2719544, -109.7366888 34.2726757)"
95,622,116,211.0369288,"LINESTRING (-109.7366888 34.2726757, -109.7347357 34.2719544)"
96,118,119,1192.971188,"LINESTRING (-109.7546284 34.2900009, -109.7538519 34.2985566)"
97,119,118,1192.971188,"LINESTRING (-109.7538519 34.2985566, -109.7546284 34.2900009)"
98,120,121,443.7457259,"LINESTRING (-109.7898511 34.2784138, -109.7944775 34.2794611)"
99,121,120,443.7457259,"LINESTRING (-109.7944775 34.2794611, -109.7898511 34.2784138)"
100,121,108,210.1880221,"LINESTRING (-109.7944775 34.2794611, -109.7966813 34.2799423)"
101,108,121,210.1880221,"LINESTRING (-109.7966813 34.2799423, -109.7944775 34.2794611)"
102,126,124,198.7416767,"LINESTRING (-109.7815773 34.2649743, -109.7815087 34.26676)"
103,124,126,198.7416767,"LINESTRING (-109.7815087 34.26676, -109.7815773 34.2649743)"
104,41,512,267.7049354,"LINESTRING (-109.7383863 34.3225503, -109.7395297 34.3203357)"
105,512,41,267.7049354,"LINESTRING (-109.7395297 34.3203357, -109.7383863 34.3225503)"
106,132,133,198.4955537,"LINESTRING (-109.7383666 34.2708049, -109.7384 34.26902)"
107,133,132,198.4955537,"LINESTRING (-109.7384 34.26902, -109.7383666 34.2708049)"
108,134,135,197.708392,"LINESTRING (-109.745087 34.293627, -109.747239 34.293649)"
109,135,134,197.708392,"LINESTRING (-109.747239 34.293649, -109.745087 34.293627)"
110,135,136,200.2803623,"LINESTRING (-109.747239 34.293649, -109.749419 34.293671)"
111,136,135,200.2803623,"LINESTRING (-109.749419 34.293671, -109.747239 34.293649)"
112,136,137,781.3283858,"LINESTRING (-109.749419 34.293671, -109.74729 34.288381)"
113,137,136,781.3283858,"LINESTRING (-109.74729 34.288381, -109.749419 34.293671)"
114,137,138,220.9176988,"LINESTRING (-109.74729 34.288381, -109.745109 34.287604)"
115,138,137,220.9176988,"LINESTRING (-109.745109 34.287604, -109.74729 34.288381)"
116,143,141,255.211611,"LINESTRING (-109.726372 34.288353, -109.7279259 34.2864505)"
117,141,143,255.211611,"LINESTRING (-109.7279259 34.2864505, -109.726372 34.288353)"
118,144,145,264.4645772,"LINESTRING (-109.736715 34.2773, -109.733983 34.277524)"
119,145,144,264.4645772,"LINESTRING (-109.733983 34.277524, -109.736715 34.2773)"
120,667,146,175.9491622,"LINESTRING (-109.7355752 34.351867, -109.735461 34.353431)"
121,146,667,175.9491622,"LINESTRING (-109.735461 34.353431, -109.7355752 34.351867)"
122,146,147,203.7694107,"LINESTRING (-109.735461 34.353431, -109.735407 34.355263)"
123,147,146,203.7694107,"LINESTRING (-109.735407 34.355263, -109.735461 34.353431)"
124,147,148,203.8353696,"LINESTRING (-109.735407 34.355263, -109.73538 34.357096)"
125,148,147,203.8353696,"LINESTRING (-109.73538 34.357096, -109.735407 34.355263)"
126,149,148,300.8115933,"LINESTRING (-109.7321041 34.3571654, -109.73538 34.357096)"
127,148,149,300.8115933,"LINESTRING (-109.73538 34.357096, -109.7321041 34.3571654)"
128,150,151,147.1299895,"LINESTRING (-109.733266 34.280957, -109.731883 34.28029)"
129,151,150,147.1299895,"LINESTRING (-109.731883 34.28029, -109.733266 34.280957)"
130,152,153,80.09157156,"LINESTRING (-109.729691 34.280996, -109.729943 34.280597)"
131,153,152,80.09157156,"LINESTRING (-109.729943 34.280597, -109.729691 34.280996)"
132,155,6,1206.980816,"LINESTRING (-109.8308377 34.3450698, -109.8439838 34.345125)"
133,6,155,1206.980816,"LINESTRING (-109.8439838 34.345125, -109.8308377 34.3450698)"
134,16,156,101.8545943,"LINESTRING (-109.736809 34.250847, -109.73681 34.251763)"
135,156,16,101.8545943,"LINESTRING (-109.73681 34.251763, -109.736809 34.250847)"
136,157,147,298.4439982,"LINESTRING (-109.7321579 34.3553575, -109.735407 34.355263)"
137,147,157,298.4439982,"LINESTRING (-109.735407 34.355263, -109.7321579 34.3553575)"
138,159,146,696.2319688,"LINESTRING (-109.7278809 34.3536383, -109.735461 34.353431)"
139,146,159,696.2319688,"LINESTRING (-109.735461 34.353431, -109.7278809 34.3536383)"
140,155,326,825.5962056,"LINESTRING (-109.8308377 34.3450698, -109.8306837 34.3524927)"
141,326,155,825.5962056,"LINESTRING (-109.8306837 34.3524927, -109.8308377 34.3450698)"
142,326,371,505.2894638,"LINESTRING (-109.8306837 34.3524927, -109.8307271 34.3570367)"
143,371,326,505.2894638,"LINESTRING (-109.8307271 34.3570367, -109.8306837 34.3524927)"
144,160,561,644.8674842,"LINESTRING (-109.7869428 34.3212915, -109.7799209 34.32126)"
145,561,160,644.8674842,"LINESTRING (-109.7799209 34.32126, -109.7869428 34.3212915)"
146,163,32,252.6896487,"LINESTRING (-109.7457196 34.3416899, -109.7438702 34.340007)"
147,32,163,252.6896487,"LINESTRING (-109.7438702 34.340007, -109.7457196 34.3416899)"
148,165,166,36.70747073,"LINESTRING (-109.74264 34.351596, -109.7426293 34.351926)"
149,166,165,36.70747073,"LINESTRING (-109.7426293 34.351926, -109.74264 34.351596)"
150,167,168,676.9059584,"LINESTRING (-109.744108 34.275373, -109.736742 34.275468)"
151,168,167,676.9059584,"LINESTRING (-109.736742 34.275468, -109.744108 34.275373)"
152,169,170,28.60079826,"LINESTRING (-109.7604655 34.3207933, -109.7605203 34.3210465)"
153,170,169,28.60079826,"LINESTRING (-109.7605203 34.3210465, -109.7604655 34.3207933)"
154,171,172,304.4724646,"LINESTRING (-109.7586309 34.351051, -109.7595338 34.3485969)"
155,172,171,304.4724646,"LINESTRING (-109.7595338 34.3485969, -109.7586309 34.351051)"
156,173,174,200.9427982,"LINESTRING (-109.7536697 34.3447195, -109.7536589 34.3465266)"
157,174,173,200.9427982,"LINESTRING (-109.7536589 34.3465266, -109.7536697 34.3447195)"
158,665,664,186.1339917,"LINESTRING (-109.7675574 34.2730447, -109.7655489 34.2728272)"
159,664,665,186.1339917,"LINESTRING (-109.7655489 34.2728272, -109.7675574 34.2730447)"
160,664,663,68.51252118,"LINESTRING (-109.7655489 34.2728272, -109.7648096 34.2727472)"
161,663,664,68.51252118,"LINESTRING (-109.7648096 34.2727472, -109.7655489 34.2728272)"
162,663,38,292.72707,"LINESTRING (-109.7648096 34.2727472, -109.7616509 34.2724052)"
163,38,663,292.72707,"LINESTRING (-109.7616509 34.2724052, -109.7648096 34.2727472)"
164,175,176,1066.197951,"LINESTRING (-109.775242 34.228345, -109.7682546 34.2321362)"
165,176,175,1066.197951,"LINESTRING (-109.7682546 34.2321362, -109.775242 34.228345)"
166,170,177,465.3985883,"LINESTRING (-109.7605203 34.3210465, -109.7646989 34.3186807)"
167,177,170,465.3985883,"LINESTRING (-109.7646989 34.3186807, -109.7605203 34.3210465)"
168,178,179,339.5875097,"LINESTRING (-109.7753624 34.3449418, -109.7782116 34.3431213)"
169,179,178,339.5875097,"LINESTRING (-109.7782116 34.3431213, -109.7753624 34.3449418)"
170,180,181,9.606296254,"LINESTRING (-109.778499 34.259039, -109.77847 34.258956)"
171,181,180,9.606296254,"LINESTRING (-109.77847 34.258956, -109.778499 34.259039)"
172,182,59,395.393355,"LINESTRING (-109.7545778 34.2935988, -109.758531 34.294321)"
173,59,182,395.393355,"LINESTRING (-109.758531 34.294321, -109.7545778 34.2935988)"
174,59,183,56.87226278,"LINESTRING (-109.758531 34.294321, -109.758823 34.294772)"
175,183,59,56.87226278,"LINESTRING (-109.758823 34.294772, -109.758531 34.294321)"
176,184,106,753.1112262,"LINESTRING (-109.7872729 34.2867241, -109.7884025 34.2805263)"
177,106,184,753.1112262,"LINESTRING (-109.7884025 34.2805263, -109.7872729 34.2867241)"
178,106,120,274.6632292,"LINESTRING (-109.7884025 34.2805263, -109.7898511 34.2784138)"
179,120,106,274.6632292,"LINESTRING (-109.7898511 34.2784138, -109.7884025 34.2805263)"
180,120,123,36.46223311,"LINESTRING (-109.7898511 34.2784138, -109.7898939 34.2780878)"
181,123,120,36.46223311,"LINESTRING (-109.7898939 34.2780878, -109.7898511 34.2784138)"
182,123,122,165.3815631,"LINESTRING (-109.7898939 34.2780878, -109.790177 34.276619)"
183,122,123,165.3815631,"LINESTRING (-109.790177 34.276619, -109.7898939 34.2780878)"
184,185,186,35.05910796,"LINESTRING (-109.7440246 34.2714435, -109.7439875 34.2717573)"
185,186,185,35.05910796,"LINESTRING (-109.7439875 34.2717573, -109.7440246 34.2714435)"
186,186,187,201.2020822,"LINESTRING (-109.7439875 34.2717573, -109.744079 34.273564)"
187,187,186,201.2020822,"LINESTRING (-109.744079 34.273564, -109.7439875 34.2717573)"
188,187,167,201.1692713,"LINESTRING (-109.744079 34.273564, -109.744108 34.275373)"
189,167,187,201.1692713,"LINESTRING (-109.744108 34.275373, -109.744079 34.273564)"
190,167,188,203.8806849,"LINESTRING (-109.744108 34.275373, -109.744054 34.277206)"
191,188,167,203.8806849,"LINESTRING (-109.744054 34.277206, -109.744108 34.275373)"
192,188,189,201.1516433,"LINESTRING (-109.744054 34.277206, -109.744055 34.279015)"
193,189,188,201.1516433,"LINESTRING (-109.744055 34.279015, -109.744054 34.277206)"
194,189,190,203.7231122,"LINESTRING (-109.744055 34.279015, -109.744029 34.280847)"
195,190,189,203.7231122,"LINESTRING (-109.744029 34.280847, -109.744055 34.279015)"
196,190,191,203.8353963,"LINESTRING (-109.744029 34.280847, -109.744002 34.28268)"
197,191,190,203.8353963,"LINESTRING (-109.744002 34.28268, -109.744029 34.280847)"
198,191,192,203.7091263,"LINESTRING (-109.744002 34.28268, -109.744003 34.284512)"
199,192,191,203.7091263,"LINESTRING (-109.744003 34.284512, -109.744002 34.28268)"
200,192,193,195.9981854,"LINESTRING (-109.744003 34.284512, -109.7439363 34.2862737)"
201,193,192,195.9981854,"LINESTRING (-109.7439363 34.2862737, -109.744003 34.284512)"
202,171,194,260.6231174,"LINESTRING (-109.7586309 34.351051, -109.7561856 34.3500627)"
203,194,171,260.6231174,"LINESTRING (-109.7561856 34.3500627, -109.7586309 34.351051)"
204,197,0,440.6735074,"LINESTRING (-109.737674 34.3518954, -109.737644 34.355858)"
205,0,197,440.6735074,"LINESTRING (-109.737644 34.355858, -109.737674 34.3518954)"
206,196,3,664.6931013,"LINESTRING (-109.7957231 34.3412145, -109.7884891 34.3412585)"
207,3,196,664.6931013,"LINESTRING (-109.7884891 34.3412585, -109.7957231 34.3412145)"
208,3,1,139.5435841,"LINESTRING (-109.7884891 34.3412585, -109.7869698 34.3412929)"
209,1,3,139.5435841,"LINESTRING (-109.7869698 34.3412929, -109.7884891 34.3412585)"
210,1,4,69.03647316,"LINESTRING (-109.7869698 34.3412929, -109.786218 34.3412815)"
211,4,1,69.03647316,"LINESTRING (-109.786218 34.3412815, -109.7869698 34.3412929)"
212,26,563,450.3787102,"LINESTRING (-109.7884199 34.3394442, -109.793325 34.3394186)"
213,563,26,450.3787102,"LINESTRING (-109.793325 34.3394186, -109.7884199 34.3394442)"
214,617,198,1025.545574,"LINESTRING (-109.733845 34.3009667, -109.745008 34.300841)"
215,198,617,1025.545574,"LINESTRING (-109.745008 34.300841, -109.733845 34.3009667)"
216,198,199,202.8350247,"LINESTRING (-109.745008 34.300841, -109.747216 34.300863)"
217,199,198,202.8350247,"LINESTRING (-109.747216 34.300863, -109.745008 34.300841)"
218,199,200,319.0720855,"LINESTRING (-109.747216 34.300863, -109.7506872 34.3009478)"
219,200,199,319.0720855,"LINESTRING (-109.7506872 34.3009478, -109.747216 34.300863)"
220,200,87,217.6257003,"LINESTRING (-109.7506872 34.3009478, -109.7529626 34.3009892)"
221,87,200,217.6257003,"LINESTRING (-109.7529626 34.3009892, -109.7506872 34.3009478)"
222,189,201,676.8416581,"LINESTRING (-109.744055 34.279015, -109.736689 34.279087)"
223,201,189,676.8416581,"LINESTRING (-109.736689 34.279087, -109.744055 34.279015)"
224,201,202,790.2387303,"LINESTRING (-109.736689 34.279087, -109.728136 34.279296)"
225,202,201,790.2387303,"LINESTRING (-109.728136 34.279296, -109.736689 34.279087)"
226,68,139,2252.941717,"LINESTRING (-109.799812 34.223999, -109.7898922 34.2411349)"
227,139,68,2252.941717,"LINESTRING (-109.7898922 34.2411349, -109.799812 34.223999)"
228,203,68,286.224801,"LINESTRING (-109.797993 34.222075, -109.799812 34.223999)"
229,68,203,286.224801,"LINESTRING (-109.799812 34.223999, -109.797993 34.222075)"
230,204,205,105.213367,"LINESTRING (-109.8310258 34.3341955, -109.8321716 34.3342051)"
231,205,204,105.213367,"LINESTRING (-109.8321716 34.3342051, -109.8310258 34.3341955)"
232,206,472,26.51127938,"LINESTRING (-109.740956 34.3373844, -109.7411521 34.3375594)"
233,472,206,26.51127938,"LINESTRING (-109.7411521 34.3375594, -109.740956 34.3373844)"
234,472,207,172.157357,"LINESTRING (-109.7411521 34.3375594, -109.7424258 34.3386956)"
235,207,472,172.157357,"LINESTRING (-109.7424258 34.3386956, -109.7411521 34.3375594)"
236,207,32,197.1069519,"LINESTRING (-109.7424258 34.3386956, -109.7438702 34.340007)"
237,32,207,197.1069519,"LINESTRING (-109.7438702 34.340007, -109.7424258 34.3386956)"
238,163,208,583.8973042,"LINESTRING (-109.7457196 34.3416899, -109.7520067 34.3421682)"
239,208,163,583.8973042,"LINESTRING (-109.7520067 34.3421682, -109.7457196 34.3416899)"
240,208,209,162.7428137,"LINESTRING (-109.7520067 34.3421682, -109.753778 34.3422236)"
241,209,208,162.7428137,"LINESTRING (-109.753778 34.3422236, -109.7520067 34.3421682)"
242,209,210,371.8208284,"LINESTRING (-109.753778 34.3422236, -109.7578217 34.3424074)"
243,210,209,371.8208284,"LINESTRING (-109.7578217 34.3424074, -109.753778 34.3422236)"
244,210,648,168.6018441,"LINESTRING (-109.7578217 34.3424074, -109.7596562 34.3424762)"
245,648,210,168.6018441,"LINESTRING (-109.7596562 34.3424762, -109.7578217 34.3424074)"
246,648,40,91.71347611,"LINESTRING (-109.7596562 34.3424762, -109.7606541 34.3425137)"
247,40,648,91.71347611,"LINESTRING (-109.7606541 34.3425137, -109.7596562 34.3424762)"
248,211,121,215.6666756,"LINESTRING (-109.7951809 34.2776107, -109.7944775 34.2794611)"
249,121,211,215.6666756,"LINESTRING (-109.7944775 34.2794611, -109.7951809 34.2776107)"
250,121,107,320.700634,"LINESTRING (-109.7944775 34.2794611, -109.7947665 34.2823196)"
251,107,121,320.700634,"LINESTRING (-109.7947665 34.2823196, -109.7944775 34.2794611)"
252,216,217,140.6189657,"LINESTRING (-109.7367937 34.2706252, -109.7366446 34.2718838)"
253,217,216,140.6189657,"LINESTRING (-109.7366446 34.2718838, -109.7367937 34.2706252)"
254,217,622,88.14887803,"LINESTRING (-109.7366446 34.2718838, -109.7366888 34.2726757)"
255,622,217,88.14887803,"LINESTRING (-109.7366888 34.2726757, -109.7366446 34.2718838)"
256,622,218,104.3333182,"LINESTRING (-109.7366888 34.2726757, -109.736741 34.273613)"
257,218,622,104.3333182,"LINESTRING (-109.736741 34.273613, -109.7366888 34.2726757)"
258,218,168,206.2666094,"LINESTRING (-109.736741 34.273613, -109.736742 34.275468)"
259,168,218,206.2666094,"LINESTRING (-109.736742 34.275468, -109.736741 34.273613)"
260,168,144,203.7242116,"LINESTRING (-109.736742 34.275468, -109.736715 34.2773)"
261,144,168,203.7242116,"LINESTRING (-109.736715 34.2773, -109.736742 34.275468)"
262,144,201,198.7196938,"LINESTRING (-109.736715 34.2773, -109.736689 34.279087)"
263,201,144,198.7196938,"LINESTRING (-109.736689 34.279087, -109.736715 34.2773)"
264,201,219,203.7091263,"LINESTRING (-109.736689 34.279087, -109.73669 34.280919)"
265,219,201,203.7091263,"LINESTRING (-109.73669 34.280919, -109.736689 34.279087)"
266,219,220,203.8353963,"LINESTRING (-109.73669 34.280919, -109.736663 34.282752)"
267,220,219,203.8353963,"LINESTRING (-109.736663 34.282752, -109.73669 34.280919)"
268,220,221,203.724209,"LINESTRING (-109.736663 34.282752, -109.736636 34.284584)"
269,221,220,203.724209,"LINESTRING (-109.736636 34.284584, -109.736663 34.282752)"
270,221,222,199.1078038,"LINESTRING (-109.736636 34.284584, -109.7365838 34.2863741)"
271,222,221,199.1078038,"LINESTRING (-109.7365838 34.2863741, -109.736636 34.284584)"
272,214,223,447.6562387,"LINESTRING (-109.7753116 34.2685786, -109.7746197 34.2721282)"
273,223,214,447.6562387,"LINESTRING (-109.7746197 34.2721282, -109.7753116 34.2685786)"
274,212,224,126.5318713,"LINESTRING (-109.7790775 34.2762428, -109.7777149 34.2760782)"
275,224,212,126.5318713,"LINESTRING (-109.7777149 34.2760782, -109.7790775 34.2762428)"
276,224,630,747.5515782,"LINESTRING (-109.7777149 34.2760782, -109.7696018 34.2757344)"
277,630,224,747.5515782,"LINESTRING (-109.7696018 34.2757344, -109.7777149 34.2760782)"
278,630,629,171.6158951,"LINESTRING (-109.7696018 34.2757344, -109.7677343 34.2757099)"
279,629,630,171.6158951,"LINESTRING (-109.7677343 34.2757099, -109.7696018 34.2757344)"
280,629,628,152.3097354,"LINESTRING (-109.7677343 34.2757099, -109.7660767 34.2757029)"
281,628,629,152.3097354,"LINESTRING (-109.7660767 34.2757029, -109.7677343 34.2757099)"
282,628,627,168.4030063,"LINESTRING (-109.7660767 34.2757029, -109.7642448 34.2756563)"
283,627,628,168.4030063,"LINESTRING (-109.7642448 34.2756563, -109.7660767 34.2757029)"
284,123,226,974.2455344,"LINESTRING (-109.7898939 34.2780878, -109.7793236 34.2774069)"
285,226,123,974.2455344,"LINESTRING (-109.7793236 34.2774069, -109.7898939 34.2780878)"
286,226,635,35.27294362,"LINESTRING (-109.7793236 34.2774069, -109.7790287 34.2776094)"
287,635,226,35.27294362,"LINESTRING (-109.7790287 34.2776094, -109.7793236 34.2774069)"
288,210,227,102.3191104,"LINESTRING (-109.7578217 34.3424074, -109.7579791 34.3414987)"
289,227,210,102.3191104,"LINESTRING (-109.7579791 34.3414987, -109.7578217 34.3424074)"
290,230,231,32.46894837,"LINESTRING (-109.7392072 34.3358961, -109.7394629 34.3360978)"
291,231,230,32.46894837,"LINESTRING (-109.7394629 34.3360978, -109.7392072 34.3358961)"
292,231,206,198.1455095,"LINESTRING (-109.7394629 34.3360978, -109.740956 34.3373844)"
293,206,231,198.1455095,"LINESTRING (-109.740956 34.3373844, -109.7394629 34.3360978)"
294,232,557,208.6950742,"LINESTRING (-109.811192 34.29957, -109.8089201 34.2995619)"
295,557,232,208.6950742,"LINESTRING (-109.8089201 34.2995619, -109.811192 34.29957)"
296,557,62,383.797268,"LINESTRING (-109.8089201 34.2995619, -109.804742 34.299547)"
297,62,557,383.797268,"LINESTRING (-109.804742 34.299547, -109.8089201 34.2995619)"
298,62,233,809.4764328,"LINESTRING (-109.804742 34.299547, -109.7959358 34.2994854)"
299,233,62,809.4764328,"LINESTRING (-109.7959358 34.2994854, -109.804742 34.299547)"
300,233,234,229.6324499,"LINESTRING (-109.7959358 34.2994854, -109.795829 34.297439)"
301,234,233,229.6324499,"LINESTRING (-109.795829 34.297439, -109.7959358 34.2994854)"
